fiscalYear;period;catAccountingView;catFinancialView;revenue;otherIncome;grossMargin;operatingExpenses;operatingProfit;FinancialResult;EarningsBeforeTax;nonRecurringResult;netProfit
2022;202212;Immobilisations;Financier;904557.94;30573.65;52663.39;60677.2;10281.77;10418.41;185574.56;1245.0;226466.81
2023;202303;Immobilisations;Non opérationnel;351480.63;31092.05;350024.03;30048.29;199056.35;-9752.15;13767.51;4350.68;10099.45
2018;201809;Trésorerie;Exceptionnel;824889.93;22267.54;131528.57;112511.56;17923.92;5769.52;227410.62;13278.69;236797.81
2023;202308;Immobilisations;Opérationnel;969062.65;38374.35;468801.95;43600.35;345301.83;560.47;137917.84;10868.68;39758.6
2019;201910;Trésorerie;Financier;354749.89;11626.32;399566.63;142077.17;371500.35;-8454.9;116741.3;3122.79;176330.71
2023;202309;Trésorerie;Non opérationnel;707954.28;16005.67;418727.62;80826.02;359959.98;17050.63;237760.02;11754.82;7831.44
2023;202306;Produits;Financier;445285.53;19266.55;369602.93;65747.62;164394.09;2222.18;184728.72;7654.33;176467.24
2021;202102;Immobilisations;Exceptionnel;534850.66;30123.2;277965.08;241668.2;244640.31;3486.1;240220.92;-402.58;183842.1
2017;201711;Immobilisations;Exceptionnel;209925.09;46992.3;279614.92;32631.18;39493.16;-3996.0;207063.65;4296.46;46865.12
2024;202403;Produits;Non opérationnel;174864.3;18928.86;332023.44;156549.36;135683.37;-2763.59;227499.93;13855.35;96919.59
2024;202401;Immobilisations;Non opérationnel;943955.45;38808.52;260431.91;95251.95;67267.48;-1331.87;158924.05;-2985.38;27821.09
2021;202110;Trésorerie;Opérationnel;503779.91;12031.62;68817.71;225773.98;291789.79;12032.12;293288.25;-4764.73;239390.49
2020;202012;Produits;Non opérationnel;478827.59;3099.74;102322.83;60246.13;116827.79;-7429.84;61240.36;-3608.92;61190.58
2019;201909;Produits;Exceptionnel;571496.4;17431.83;74265.6;285551.79;367220.11;12449.82;267830.36;9324.3;7134.85
2017;201707;Trésorerie;Opérationnel;899930.81;21600.6;62934.43;253831.24;54064.78;3526.28;224743.0;9054.61;116146.08
2022;202208;Charges;Non opérationnel;582404.85;48701.03;469260.07;109912.38;321075.64;18056.62;68221.1;4670.54;83254.35
2022;202212;Trésorerie;Opérationnel;114307.57;21487.72;403514.05;94045.22;203841.39;738.88;243166.74;-1413.26;99662.35
2021;202109;Immobilisations;Financier;569793.42;10721.9;402266.5;108590.75;277291.38;13852.09;117774.48;10572.62;199034.75
2024;202409;Trésorerie;Opérationnel;276328.92;38209.83;463108.89;207137.29;220490.86;18746.12;152980.17;-207.83;106096.5
2019;201904;Trésorerie;Opérationnel;892684.14;18837.33;483205.2;133507.39;44559.62;2601.33;278673.89;-1351.14;56266.57
2016;201607;Produits;Opérationnel;482392.98;32999.18;473296.85;99488.75;251479.71;19055.97;225654.85;-471.0;125262.73
2015;201501;Immobilisations;Financier;649996.74;21287.65;68317.74;27541.96;73795.38;13310.14;86703.99;10084.05;115789.52
2024;202404;Charges;Opérationnel;520790.73;17635.77;89928.07;220254.02;192115.5;-4728.77;20805.57;8912.92;29971.14
2023;202312;Immobilisations;Financier;353477.45;35000.91;471089.75;235937.9;267039.97;9195.43;203673.74;11528.32;7290.11
2017;201707;Produits;Non opérationnel;210784.92;8631.18;344813.04;102106.29;389292.48;-4363.75;38870.35;9705.35;66105.95
2023;202312;Trésorerie;Non opérationnel;519035.62;28787.49;234776.04;219449.13;257793.32;-3429.53;103099.8;12730.65;53086.92
2019;201909;Trésorerie;Non opérationnel;777747.9;24305.21;395201.47;159670.86;17844.21;11869.68;179410.77;2301.64;56519.68
2015;201512;Produits;Non opérationnel;665715.42;47425.09;180575.56;174217.8;90124.36;4582.01;38985.18;5763.76;118222.38
2021;202110;Produits;Financier;278454.69;42015.01;489361.4;270379.43;155158.43;-3637.78;232633.7;-2142.94;36928.76
2017;201706;Trésorerie;Non opérationnel;410403.96;12002.81;349473.84;239619.0;262737.66;10850.56;65243.27;8154.31;15125.09
2019;201901;Immobilisations;Exceptionnel;730623.56;6756.27;488714.07;84443.73;57227.5;-7691.61;131592.19;8772.73;213896.54
2022;202205;Produits;Opérationnel;638395.36;34139.69;62097.32;57280.49;41737.57;-3478.79;267307.05;5089.94;42359.75
2019;201903;Charges;Financier;541068.31;38994.05;236472.63;87593.4;285009.71;-445.43;21827.63;-2103.91;159918.78
2020;202006;Trésorerie;Exceptionnel;419843.42;44490.19;179666.2;174034.06;65371.41;13627.92;168082.67;14776.25;136407.12
2023;202301;Produits;Exceptionnel;637212.19;13387.95;125564.86;299845.48;119934.01;10309.59;96862.74;7832.84;123154.59
2023;202308;Charges;Financier;215258.04;41825.56;445994.74;250695.61;399050.21;1793.15;39429.67;1083.03;185275.84
2023;202308;Immobilisations;Financier;938036.76;25706.59;380071.26;64359.48;317680.19;9503.27;104702.1;3699.33;207991.55
2020;202009;Trésorerie;Non opérationnel;764467.33;10847.75;80949.48;234599.36;383555.2;10970.34;220545.41;12137.46;24506.34
2022;202206;Trésorerie;Exceptionnel;243695.78;45023.29;84639.9;284097.36;364875.89;-3570.68;265705.0;-2692.24;103703.38
2022;202206;Trésorerie;Financier;506417.44;42144.8;247451.13;290777.35;172495.78;11973.98;94400.35;2866.0;162232.3
2019;201905;Produits;Non opérationnel;279370.19;11111.82;472175.25;67593.37;51366.6;16247.35;69677.97;11283.39;171979.65
2018;201806;Immobilisations;Non opérationnel;430463.99;21300.41;143974.03;100622.63;62893.05;3383.21;28145.32;7759.88;19715.24
2021;202111;Charges;Opérationnel;244702.28;24949.97;320252.32;270807.46;81694.86;-5573.99;155886.97;1003.92;169269.26
2018;201806;Produits;Non opérationnel;916134.49;21874.21;325744.01;216500.11;30576.16;4874.07;10493.04;-1341.9;149667.72
2021;202107;Produits;Exceptionnel;916124.58;47560.98;460620.98;47934.81;231918.23;2773.44;269868.79;11649.86;205266.6
2018;201812;Trésorerie;Non opérationnel;226215.09;33207.86;278297.24;183608.71;65543.92;9108.62;298232.04;6221.96;34468.19
2023;202311;Produits;Non opérationnel;766069.13;30319.57;119965.85;209048.62;27894.73;9773.11;108748.07;989.71;7589.17
2020;202008;Immobilisations;Opérationnel;590399.03;24679.46;236634.58;269219.68;55477.1;-3119.11;190720.38;4574.14;83907.18
2021;202112;Produits;Opérationnel;300188.03;25728.41;414275.33;81063.64;310532.71;15576.76;19265.64;-1814.29;193974.43
2019;201902;Charges;Financier;837868.51;8675.66;340717.64;34161.03;269455.76;-9090.56;25428.97;6232.61;118964.75
2015;201506;Trésorerie;Financier;528780.15;10923.59;246751.05;271352.36;118759.75;9811.67;254175.07;3126.31;34888.76
2023;202312;Produits;Non opérationnel;547989.15;29678.83;365217.08;229747.64;223455.48;-7026.3;212135.05;350.58;180642.46
2015;201512;Produits;Non opérationnel;262019.05;44100.65;419456.25;115385.14;302149.75;12100.82;111731.94;6173.65;119693.26
2016;201601;Immobilisations;Non opérationnel;127974.42;27673.6;440923.11;246489.11;237556.82;10734.54;109650.51;14100.01;95458.07
2015;201504;Produits;Opérationnel;206120.26;32352.44;262296.5;164441.86;121300.98;-4382.26;77461.18;452.52;87577.12
2018;201808;Produits;Financier;643303.67;44264.77;221172.31;67927.0;346906.31;7692.11;223147.46;2118.96;6107.58
2024;202406;Charges;Exceptionnel;936626.9;32085.88;492667.95;275580.48;398848.28;2336.38;267337.42;5273.72;8420.07
2015;201502;Immobilisations;Opérationnel;869064.61;22129.92;326085.6;140906.48;344566.11;13431.95;159908.12;1800.01;168496.37
2022;202202;Produits;Non opérationnel;276453.2;33735.18;183280.86;68987.41;78458.1;5561.61;258162.37;9798.78;38585.38
2019;201909;Trésorerie;Non opérationnel;881361.48;2981.62;261349.73;250655.72;174988.53;11968.79;195152.99;12420.89;88829.97
2016;201608;Immobilisations;Exceptionnel;199932.21;40048.18;439528.62;264772.82;150779.05;3039.7;167036.24;-56.11;229041.59
2022;202204;Trésorerie;Opérationnel;682800.97;3710.37;288848.01;70246.13;48988.73;7526.89;116467.11;12608.58;159990.49
2021;202111;Immobilisations;Exceptionnel;502270.06;17841.1;138283.96;48391.68;371180.81;16723.15;150573.7;7535.03;170488.03
2019;201908;Immobilisations;Opérationnel;793365.65;31660.14;403490.55;281776.75;214618.17;19938.64;64865.88;-4776.19;166167.73
2020;202007;Produits;Non opérationnel;520640.53;23315.34;103324.12;46620.69;365062.63;1610.86;80281.56;10181.3;173736.59
2016;201604;Immobilisations;Exceptionnel;741390.49;48763.87;353235.37;203723.71;319982.28;3409.47;112907.4;10830.92;227695.25
2020;202005;Trésorerie;Non opérationnel;749553.36;27487.29;478771.17;274198.35;55728.7;486.48;26446.5;3187.75;56523.58
2023;202310;Charges;Exceptionnel;290133.41;37874.52;490690.73;156575.75;314444.34;5418.14;85045.17;-2022.92;62119.13
2024;202406;Immobilisations;Exceptionnel;158764.34;9338.21;171036.06;203614.63;276599.24;12325.68;41011.42;7441.69;122398.99
2016;201601;Trésorerie;Financier;691678.23;21246.6;83992.95;118160.95;276381.83;11361.09;143876.72;11130.66;243683.14
2018;201812;Trésorerie;Financier;831328.26;3064.45;317662.64;111864.43;310436.52;-6962.01;148120.14;14340.82;59745.0
2021;202112;Produits;Non opérationnel;174381.17;25592.32;283086.82;156589.86;277481.57;6965.65;27246.63;2022.39;52372.3
2021;202105;Trésorerie;Opérationnel;552495.86;1180.92;130388.51;179512.11;214979.66;4128.68;183052.58;-2237.26;17746.63
2022;202211;Charges;Opérationnel;137283.75;1181.11;153202.21;89169.89;272152.83;-6680.59;115866.74;167.2;159010.14
2016;201605;Immobilisations;Financier;924530.11;13074.92;235387.13;142840.93;257824.89;19986.52;55032.82;313.5;221811.94
2021;202105;Produits;Exceptionnel;656725.89;14792.1;314035.86;250393.08;161598.34;2449.02;145004.99;10422.7;87564.56
2018;201803;Immobilisations;Non opérationnel;614939.94;44926.32;226525.95;279465.58;141981.29;5069.05;91956.62;6722.77;72488.84
2021;202112;Trésorerie;Financier;403632.49;42653.26;219280.61;135683.77;191876.28;3860.17;283420.68;8517.19;65374.09
2018;201810;Charges;Exceptionnel;173523.95;12276.13;114788.34;226174.91;64971.49;-33.14;39701.4;-3890.76;67457.52
2021;202103;Charges;Opérationnel;725618.22;43641.0;130627.72;49371.64;213550.89;15662.13;85355.24;-4303.45;237367.41
2023;202302;Trésorerie;Exceptionnel;355432.86;11476.61;74958.84;43097.79;339509.63;-1512.09;168356.71;2756.5;133845.76
2022;202207;Charges;Exceptionnel;867357.21;3137.74;319266.5;266032.86;113627.4;-3319.66;234797.29;13913.69;140819.55
2016;201606;Immobilisations;Opérationnel;733860.68;17899.3;196177.52;224171.42;399729.75;11391.15;284324.25;8272.44;41630.26
2017;201701;Trésorerie;Exceptionnel;805475.79;25083.57;372937.45;267161.52;213094.95;15841.02;55736.05;1208.3;113750.97
2019;201902;Charges;Financier;834022.18;48976.56;417509.18;190123.4;381323.67;-9971.36;260196.83;3147.92;242368.22
2021;202105;Produits;Financier;207950.78;47355.86;104208.28;134509.86;100451.21;13579.22;108069.98;-1271.08;214480.17
2022;202209;Charges;Financier;730028.34;23419.68;292505.22;241258.73;254429.37;14072.74;178477.98;-3976.14;36344.58
2019;201902;Produits;Non opérationnel;432074.6;9490.13;137372.23;73860.31;14185.02;-8672.82;248130.15;10865.42;104029.38
2022;202209;Immobilisations;Opérationnel;663765.16;13821.38;78262.81;60074.82;255750.64;6173.76;242262.11;3906.58;196726.79
2016;201605;Immobilisations;Opérationnel;662443.38;16516.2;471884.18;280225.03;47147.77;12571.53;135477.96;7486.4;162891.08
2024;202404;Charges;Financier;331332.1;1033.1;410320.28;295222.75;97223.81;16985.52;179417.87;-433.39;244772.06
2019;201901;Trésorerie;Financier;962234.83;6837.64;351200.33;247012.48;334956.91;732.96;51105.27;-4646.51;30403.4
2022;202203;Trésorerie;Financier;132265.51;34300.22;331966.06;206022.62;134886.82;14748.11;80256.33;2175.44;235053.4
2022;202210;Produits;Financier;922304.13;36114.28;483819.84;51514.93;354445.28;2063.82;74370.81;-1335.39;206484.81
2016;201612;Immobilisations;Opérationnel;521468.59;26056.87;341914.69;256606.23;358408.58;6898.05;97903.66;6592.77;174134.02
2021;202102;Charges;Non opérationnel;312496.1;6076.6;176106.16;84160.0;337256.46;-1384.12;268149.17;-110.28;220193.65
2015;201506;Charges;Financier;789494.16;46695.17;358002.53;144688.34;166012.94;10275.1;203743.05;14502.32;166755.37
2024;202404;Charges;Exceptionnel;737812.73;17955.37;106645.92;175077.11;369350.53;1043.6;276127.76;6315.9;212931.02
2017;201711;Produits;Non opérationnel;166003.78;47811.38;191617.15;88534.32;277181.26;7537.05;79193.99;13460.79;90977.58
2020;202008;Charges;Exceptionnel;350353.05;38468.21;330932.73;172695.39;358332.96;10047.05;179800.08;-311.35;40322.07
2021;202109;Produits;Non opérationnel;939101.06;46552.76;147639.62;75577.95;127278.5;-8600.11;28893.91;11329.96;191835.32
2022;202204;Immobilisations;Financier;339432.02;9653.02;452544.2;250298.27;281215.63;9491.99;130856.72;-1063.13;152032.19
2021;202104;Produits;Non opérationnel;618268.84;44186.1;397284.97;114386.72;299728.04;-4172.29;109025.87;4900.72;128260.6
2019;201901;Charges;Non opérationnel;256433.42;24237.41;144729.48;25884.19;14580.25;2024.49;217387.42;14523.32;5101.05
2020;202009;Produits;Financier;780052.79;29634.64;383900.7;255241.39;206448.45;15782.53;192232.16;11656.73;70764.13
2015;201511;Charges;Financier;802364.9;38559.29;358600.18;54955.3;330038.22;8986.18;59303.31;9736.54;248790.42
2023;202311;Charges;Non opérationnel;451115.81;45834.05;395953.55;289979.46;106392.67;-2928.61;266740.31;5561.93;217638.71
2020;202007;Produits;Non opérationnel;113448.18;7881.99;208555.32;93371.65;255631.99;6160.59;53339.24;-503.42;56871.41
2021;202102;Charges;Opérationnel;523939.15;8196.42;467174.89;299395.17;39119.74;-1520.0;149102.26;1987.04;242628.6
2015;201512;Produits;Opérationnel;332530.34;5845.88;83209.29;240001.34;113991.72;8669.38;45025.84;1819.37;23362.05
2024;202410;Trésorerie;Exceptionnel;554728.05;16287.99;465362.79;129069.06;167772.44;-4679.46;69853.28;8804.62;157794.38
2015;201504;Trésorerie;Financier;622178.45;8116.22;407375.01;23857.8;64692.45;15642.87;87848.65;3018.76;13492.62
2020;202010;Produits;Non opérationnel;400113.74;31554.6;387004.93;100794.06;165058.46;6242.95;43987.57;-1146.25;27575.66
2024;202403;Immobilisations;Exceptionnel;134541.03;22556.31;219222.4;201528.89;235475.34;7147.39;248838.02;-4138.15;135229.89
2017;201707;Trésorerie;Exceptionnel;412057.56;39880.28;283069.86;251557.57;192308.4;4465.08;13525.57;14164.04;222327.12
2016;201602;Produits;Opérationnel;245462.57;20952.62;340632.41;279485.66;180559.72;16514.27;199960.4;6476.89;161998.2
2022;202205;Charges;Opérationnel;539375.38;43703.53;431842.98;199123.34;130119.3;10661.94;26591.42;6174.21;45851.23
2022;202207;Trésorerie;Opérationnel;618312.89;42015.24;498979.93;60023.5;243705.32;2477.89;177748.78;1061.89;51576.52
2015;201501;Charges;Financier;605670.24;2042.06;421758.58;169361.75;111616.43;16689.56;162826.24;595.22;248552.02
2018;201807;Immobilisations;Non opérationnel;747521.59;1813.68;316980.57;104262.59;23527.61;7156.99;209503.69;7655.63;84547.57
2020;202005;Trésorerie;Non opérationnel;532278.23;44520.6;214063.95;27159.97;223111.24;3107.51;193112.32;14744.74;89856.26
2020;202012;Produits;Opérationnel;205820.77;1458.02;150618.03;137558.2;15829.91;-9822.72;211051.81;7345.08;174560.04
2021;202107;Trésorerie;Exceptionnel;723543.57;26504.58;80613.53;264083.37;202416.1;8475.1;89864.73;13687.27;133738.43
2024;202411;Produits;Opérationnel;347305.03;8740.01;314545.23;150356.46;65829.56;1256.51;287590.24;10963.88;176611.19
2021;202108;Trésorerie;Non opérationnel;339054.84;17541.52;174500.23;277789.05;385385.28;5397.88;160545.63;9087.44;128302.27
2020;202010;Immobilisations;Exceptionnel;588562.1;16250.62;134289.99;251122.24;282356.69;-7099.8;145001.17;2162.12;228913.78
2019;201910;Produits;Opérationnel;777528.69;8891.05;245215.16;104314.97;369037.41;1906.25;83279.58;12374.01;132813.78
2015;201506;Produits;Opérationnel;626918.39;43873.42;319690.19;211162.14;12435.26;-7331.89;186247.0;3943.54;174697.9
2023;202312;Trésorerie;Opérationnel;452415.2;43467.2;63577.03;134594.95;289881.24;19308.32;263504.35;12261.74;59250.44
2016;201608;Charges;Exceptionnel;666027.83;49214.33;258152.49;296997.69;45362.35;4001.11;191303.65;-1997.76;122479.07
2015;201507;Produits;Exceptionnel;546837.87;43172.7;465686.71;203121.2;301742.66;13603.5;139792.91;2614.9;121394.61
2020;202003;Charges;Opérationnel;473701.92;43780.7;154167.38;289970.19;137780.1;4792.97;87056.84;5776.36;116962.47
2022;202212;Immobilisations;Non opérationnel;706425.94;49227.86;140982.85;290594.21;215618.59;7369.86;187247.15;3044.28;235720.68
2020;202008;Trésorerie;Opérationnel;821121.95;36421.5;479130.97;168435.11;248539.57;7464.11;27372.66;9141.17;54000.79
2016;201612;Charges;Financier;452994.24;3234.39;298089.66;57523.68;243273.71;-2626.21;67329.31;7257.81;65528.89
2020;202006;Immobilisations;Non opérationnel;706037.76;49150.88;307214.53;55388.23;173069.49;-2622.42;210102.21;8774.68;211415.57
2018;201803;Trésorerie;Non opérationnel;861056.67;44372.58;434480.39;208673.27;345774.06;3988.55;230684.06;-4932.99;206989.39
2021;202101;Trésorerie;Financier;841819.63;37956.81;448559.99;119497.3;201809.92;9766.4;269746.31;-4894.13;223056.03
2021;202103;Trésorerie;Financier;958693.81;31692.15;145044.71;152793.36;219896.33;1174.79;291360.78;-2038.11;16384.13
2023;202308;Charges;Financier;189328.79;24090.76;86647.54;135115.86;239284.2;1301.44;45236.18;10159.43;156351.7
2016;201607;Charges;Non opérationnel;897214.14;39883.07;98467.47;284325.79;365454.34;-9455.36;123681.31;234.16;45594.83
2020;202004;Produits;Non opérationnel;562155.0;40114.38;393180.79;202346.25;394636.22;-8519.78;289436.52;5668.01;204797.75
2019;201905;Produits;Non opérationnel;449167.64;27734.74;482211.88;44689.37;389277.31;-8709.63;54617.89;13415.86;43855.49
2021;202109;Immobilisations;Non opérationnel;797194.6;9337.39;457366.1;50598.93;322436.65;5928.65;275619.72;-4385.63;71715.28
2020;202011;Trésorerie;Financier;526946.37;42098.11;56364.87;201612.07;10928.66;6744.59;88990.61;14667.67;155085.43
2018;201807;Trésorerie;Financier;526916.83;19524.53;383882.98;234898.38;285214.05;2750.13;176930.39;2414.41;236811.51
2018;201802;Immobilisations;Non opérationnel;616596.43;36037.75;463537.09;288299.09;104828.22;1771.55;157248.8;8779.91;198260.18
2019;201902;Immobilisations;Exceptionnel;252483.97;30111.65;129122.45;262386.68;240135.87;17758.88;234466.01;13300.39;111060.36
2022;202204;Charges;Opérationnel;570732.58;25945.58;429071.49;116551.45;48729.74;11377.02;61341.22;5993.84;222898.43
2023;202302;Charges;Non opérationnel;790604.2;10059.63;416668.9;142083.41;93620.79;11903.87;11439.1;10371.51;56722.02
2021;202108;Immobilisations;Opérationnel;183577.47;12954.3;408915.1;99048.59;231484.85;18643.16;47363.77;9710.92;17065.67
2021;202111;Produits;Financier;515347.13;10197.34;139176.22;40974.23;147304.59;8596.19;216813.18;2711.55;95530.25
2024;202408;Charges;Non opérationnel;318478.21;47758.92;327064.48;144550.27;255472.57;-7875.79;195887.28;899.91;116676.67
2018;201810;Produits;Non opérationnel;355789.4;16287.67;358773.64;128960.33;174659.16;7138.61;175613.63;-4845.59;195036.05
2015;201508;Immobilisations;Opérationnel;371013.05;11916.87;312698.48;62445.63;56496.29;-1654.59;120348.69;-1442.55;107920.5
2024;202405;Produits;Opérationnel;416575.59;26068.54;493728.21;117820.83;99896.05;-5959.4;69995.96;13703.59;226941.37
2021;202110;Charges;Non opérationnel;426340.35;6255.53;229128.88;20316.1;238753.22;6864.38;233882.55;14176.05;173694.19
2023;202310;Charges;Exceptionnel;984485.09;1711.87;89178.98;288411.87;349789.1;5786.76;104366.8;12148.89;75971.55
2017;201706;Immobilisations;Non opérationnel;989116.96;4840.81;239208.4;217380.48;367937.86;-5861.73;54325.07;12964.89;127542.29
2022;202211;Produits;Financier;294263.32;7086.94;355209.48;41252.91;34371.5;19402.22;202962.78;14298.12;132545.18
2019;201911;Immobilisations;Non opérationnel;830749.45;36754.93;295753.16;184737.63;117689.46;-5156.11;211286.57;9692.62;149408.86
2022;202202;Trésorerie;Financier;874799.22;30204.98;124941.61;80623.49;294543.02;15175.08;160750.14;8662.09;114981.51
2018;201808;Charges;Opérationnel;697155.91;30188.33;253175.48;63369.28;15876.46;8944.52;193456.07;14827.63;117993.49
2018;201801;Trésorerie;Exceptionnel;576360.14;37626.63;345609.36;222172.95;392808.54;-8952.25;288775.96;325.46;85365.49
2020;202012;Trésorerie;Exceptionnel;840122.5;19462.53;154051.06;294654.95;145242.48;956.5;134484.56;-2843.97;32768.06
2019;201904;Trésorerie;Opérationnel;144844.21;16402.41;322487.47;231104.77;294438.6;12834.45;163484.55;13913.31;140297.2
2023;202312;Charges;Exceptionnel;411776.82;26275.87;391696.3;132285.01;32830.92;-3951.22;120190.62;9899.48;53178.99
2024;202412;Trésorerie;Non opérationnel;104213.61;10996.38;76121.54;291001.4;102975.14;19069.93;287442.48;13529.65;76059.44
2017;201711;Trésorerie;Financier;594515.95;8279.54;223214.17;253669.83;247728.89;-9839.8;88756.84;3885.35;234938.2
2019;201902;Trésorerie;Opérationnel;755627.56;33368.18;187956.33;264812.21;154298.11;12781.92;253593.35;8652.58;58370.07
2020;202006;Trésorerie;Opérationnel;539892.26;43803.77;84935.71;281203.53;373874.93;18971.48;84363.26;13335.75;41272.92
2019;201904;Produits;Financier;252277.3;23115.08;172234.44;268455.35;273312.77;-3735.17;231890.49;3174.21;121908.54
2020;202006;Charges;Financier;293440.18;17142.16;136455.14;80847.37;214635.02;-4170.76;276136.36;4561.15;131642.32
2020;202009;Produits;Non opérationnel;292943.54;41640.6;386941.54;64907.66;113175.51;17062.18;113288.86;2043.87;241318.7
2020;202007;Produits;Non opérationnel;303133.87;49233.93;264032.91;176077.12;157518.34;307.75;288479.72;7935.83;117122.74
2020;202002;Trésorerie;Non opérationnel;321450.92;47757.76;235302.4;221249.17;77141.55;-794.57;166994.22;-4217.06;96820.02
2016;201608;Immobilisations;Exceptionnel;282813.87;22942.01;440620.65;147641.67;228065.85;-4040.01;129653.93;-4991.32;185782.17
2020;202010;Produits;Opérationnel;599900.3;44026.05;155892.5;102524.71;333566.56;7700.72;293744.5;239.81;178050.67
2017;201707;Charges;Financier;603733.28;43717.69;372369.38;236048.12;331953.58;-775.42;49715.12;8920.93;37165.75
2015;201510;Immobilisations;Opérationnel;828002.89;46866.15;175877.07;227526.08;51635.74;-3071.45;294284.84;1263.07;125936.53
2019;201901;Trésorerie;Opérationnel;421228.32;24426.44;215120.23;45462.97;89652.86;19696.56;91757.33;2358.68;142929.0
2015;201501;Immobilisations;Non opérationnel;881325.82;14895.62;487582.01;281807.35;138024.64;-2155.39;294397.04;-2071.06;95725.09
2020;202010;Trésorerie;Opérationnel;614581.26;11433.28;116376.55;299644.16;96106.84;340.87;247081.14;-3984.92;44734.49
2015;201504;Produits;Financier;112401.41;12412.21;437958.69;266463.86;357708.13;145.05;61480.73;-4302.36;233401.68
2016;201611;Charges;Opérationnel;466317.47;43657.86;157590.53;269715.7;351991.62;19820.63;150215.54;11856.91;48820.61
2022;202204;Charges;Exceptionnel;932457.35;16421.95;471099.27;187863.74;141389.37;13987.36;214301.84;9674.73;95852.74
2017;201711;Produits;Financier;834309.81;26413.33;386235.49;240755.19;279612.12;-9477.42;42749.19;-2526.41;240867.91
2024;202404;Produits;Non opérationnel;947064.82;18257.19;60033.74;89437.28;110477.01;19837.06;21711.62;1373.61;123766.73
2015;201512;Immobilisations;Non opérationnel;392140.72;34388.65;68069.61;284482.62;24870.08;-617.04;232406.5;12637.03;193924.66
2023;202306;Charges;Exceptionnel;741505.22;1192.37;317159.14;34261.09;149373.62;2084.24;120708.93;13772.17;121600.84
2020;202001;Charges;Opérationnel;756399.1;48068.12;399058.89;208431.38;231558.28;-8260.46;12163.26;1369.31;85935.57
2019;201902;Charges;Exceptionnel;888102.28;2916.6;140741.29;69624.79;200000.09;10418.67;137043.39;8995.86;154369.26
2017;201707;Immobilisations;Opérationnel;696663.55;27947.29;172208.21;271223.22;226983.6;10702.85;135726.07;9508.22;79091.9
2021;202112;Produits;Financier;701926.9;48860.35;179222.46;86790.73;38763.53;17929.08;281878.31;13925.8;117294.7
2023;202307;Produits;Exceptionnel;193777.18;16442.23;368014.16;104534.74;291308.97;12181.94;64161.71;3470.85;112230.34
2020;202005;Immobilisations;Exceptionnel;593256.05;15958.36;154489.05;121926.0;268321.15;6037.81;16014.84;-4858.28;163843.9
2024;202411;Trésorerie;Financier;111752.23;39930.11;72551.81;263745.9;77666.83;2046.58;25187.64;13698.31;14861.96
2020;202007;Produits;Exceptionnel;429128.77;47671.99;194485.42;121532.38;278813.34;19759.27;180881.59;-4767.88;246247.06
2018;201811;Trésorerie;Non opérationnel;612434.82;7631.32;135162.65;145288.83;351695.97;-2787.72;285996.25;8063.26;105547.32
2019;201902;Trésorerie;Financier;366540.07;27544.73;184220.13;283034.01;385321.03;-3704.9;115657.16;-2252.98;249928.76
2018;201804;Immobilisations;Exceptionnel;677276.82;27428.89;408623.71;49803.39;232662.81;-5159.41;40111.85;-3087.54;185918.54
2015;201501;Charges;Non opérationnel;593661.24;44441.58;279996.01;229809.45;49687.65;-2941.06;207307.48;9143.45;169284.06
2019;201903;Charges;Financier;442223.52;31667.17;413655.88;90990.35;343324.04;9186.39;298727.57;2015.4;120527.69
2024;202406;Charges;Opérationnel;676533.65;21170.62;465864.4;267600.02;307885.02;2558.1;112435.01;4678.26;207446.63
2021;202102;Trésorerie;Exceptionnel;707954.7;6457.07;253052.71;164568.15;363465.08;-4680.71;121564.36;-4600.44;109203.2
2023;202307;Charges;Non opérationnel;134104.81;3569.52;244910.93;180278.54;165279.62;11213.46;200362.36;-1094.32;167565.53
2015;201505;Immobilisations;Non opérationnel;192585.5;15415.11;198230.62;208694.39;208520.27;3766.0;50252.59;7611.64;46719.82
2023;202305;Charges;Exceptionnel;104731.47;2138.85;368996.88;238896.41;168775.58;-3357.64;118115.06;9378.76;150796.12
2022;202201;Immobilisations;Opérationnel;508428.42;28518.28;305349.7;253205.13;376326.41;14446.39;158046.87;3706.58;148861.14
2017;201701;Charges;Opérationnel;565718.84;9355.02;79722.28;211292.54;290572.08;6922.37;45635.62;14662.13;138351.64
2023;202302;Immobilisations;Financier;241913.52;8090.9;127074.62;78830.69;15984.14;-5660.56;295055.68;-1705.59;204564.39
2019;201911;Trésorerie;Opérationnel;857242.58;34643.59;486207.08;211257.8;264022.09;14179.18;88839.43;11813.97;140131.97
2018;201807;Charges;Exceptionnel;314626.84;23606.9;143114.13;168518.57;368069.14;2089.06;144622.29;-2980.03;110219.06
2016;201605;Immobilisations;Non opérationnel;618251.4;25041.54;485418.06;86646.51;72315.88;-2312.39;42613.27;7988.53;247215.15
2020;202008;Immobilisations;Exceptionnel;608242.41;30578.42;183483.29;260159.89;314363.8;-4124.66;270994.45;3028.07;219992.22
2015;201510;Charges;Exceptionnel;127322.34;19197.76;457834.25;38931.01;180170.27;15658.69;290164.37;1645.82;227402.29
2019;201912;Immobilisations;Financier;932304.86;15133.33;398464.58;180019.14;51705.67;18109.46;118237.99;10750.86;202174.68
2016;201609;Produits;Opérationnel;251678.01;10522.98;150048.53;32237.25;268756.89;-7106.2;147689.73;13289.19;124283.45
